Unnamed: 0,username,name,description,user_char,followers_count,following_agentid_list,previous_tweets,activity_vector
90,improvvlove,вдовьи плети,"‼️лайкнешь больше 4 видео - блок‼️
-скажите 300-
-отсоси у карикатуриста- Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: ‼️лайкнешь больше 4 видео - блок‼️
-скажите 300-
-отсоси у карикатуриста- Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",15100,[],[],"[0.07, 0.02, 0.1, 0.09, 0.02, 0.08, 0.28, 0.51, 0.58, 0.71, 0.71, 0.81, 0.79, 0.78, 0.87, 0.91, 0.93, 0.9, 0.92, 0.83, 0.71, 0.59, 0.36, 0.23]"
91,bs_935,FREE FIRE,"🤙начинающий тик токер🤙
      💣по фри фаеру💣 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: 🤙начинающий тик токер🤙
      💣по фри фаеру💣 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",92,[],[],"[0.02, 0.0, 0.0, 0.0, 0.0, 0.07, 0.22, 0.5, 0.44, 0.31, 0.45, 0.46, 0.58, 0.48, 0.52, 0.64, 0.66, 0.76, 0.81, 0.72, 0.55, 0.39, 0.19, 0.06]"
92,bs_495,bs_494,"подписываюсь только на подписчиков You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: подписываюсь только на подписчиков You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",51,[],[],"[0.09, 0.05, 0.0, 0.01, 0.0, 0.09, 0.19, 0.5, 0.39, 0.34, 0.42, 0.53, 0.58, 0.53, 0.49, 0.58, 0.69, 0.83, 0.84, 0.72, 0.63, 0.44, 0.17, 0.09]"
93,er.graciee,Graciela 🦋,"• espinalgraciela@gmail.com 💌
Sharing my style ✨ You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: • espinalgraciela@gmail.com 💌
Sharing my style ✨ You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",11500,[],[],"[0.11, 0.07, 0.03, 0.1, 0.05, 0.12, 0.35, 0.53, 0.6, 0.72, 0.67, 0.79, 0.83, 0.79, 0.9, 0.92, 0.87, 0.86, 0.91, 0.81, 0.74, 0.56, 0.41, 0.19]"
94,awanzada410,👑حنظلہ اعوان👑,"پیار سے بھرے سپنوں کی کتاب ہو تم💞
رشتوں کے پھولوں میں کھلتا گلاب ہو تم💞H😘S Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: پیار سے بھرے سپنوں کی کتاب ہو تم💞
رشتوں کے پھولوں میں کھلتا گلاب ہو تم💞H😘S Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",775,[],[],"[0.07, 0.03, 0.03, 0.0, 0.01, 0.04, 0.2, 0.46, 0.45, 0.3, 0.45, 0.48, 0.63, 0.48, 0.48, 0.63, 0.68, 0.85, 0.75, 0.7, 0.62, 0.38, 0.16, 0.11]"
95,avwxyzc,avwxyzc,"23
Michoacán🇲🇽 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: 23
Michoacán🇲🇽 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",169,[],[],"[0.83, 0.69, 0.57, 0.4, 0.18, 0.06, 0.02, 0.0, 0.05, 0.03, 0.01, 0.09, 0.22, 0.5, 0.43, 0.35, 0.4, 0.55, 0.6, 0.5, 0.48, 0.65, 0.68, 0.79]"
96,ndangoo,Ast✨,"✨✨✨✨✨
Klik link nya You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: ✨✨✨✨✨
Klik link nya You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",55900,[],[],"[0.84, 0.72, 0.65, 0.41, 0.22, 0.07, 0.09, 0.08, 0.09, 0.07, 0.06, 0.26, 0.51, 0.61, 0.65, 0.68, 0.78, 0.8, 0.78, 0.88, 0.86, 0.85, 0.89, 0.92]"
97,user46obyhbn3o,фнаф,"CAPCUP You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: CAPCUP You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",231,[],[],"[0.08, 0.07, 0.0, 0.0, 0.04, 0.03, 0.25, 0.54, 0.37, 0.28, 0.37, 0.48, 0.58, 0.54, 0.46, 0.57, 0.67, 0.76, 0.79, 0.68, 0.56, 0.43, 0.21, 0.11]"
98,ica_poetry.reaal,Ica Poetry,"Akun Real Ica ya
SPIN JACKPOT 9999 DIAMOND GRATIS LINK DI BAWAH
 👇👇👇👇👇 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Akun Real Ica ya
SPIN JACKPOT 9999 DIAMOND GRATIS LINK DI BAWAH
 👇👇👇👇👇 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",8848,[],[],"[0.07, 0.03, 0.0, 0.04, 0.01, 0.01, 0.19, 0.49, 0.38, 0.26, 0.39, 0.49, 0.64, 0.48, 0.53, 0.65, 0.69, 0.82, 0.85, 0.69, 0.62, 0.38, 0.25, 0.12]"
99,dyer2uxsx2np,محمد كمال,"محمد كمال You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: محمد كمال You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",3800,[],[],"[0.07, 0.02, 0.04, 0.0, 0.04, 0.06, 0.18, 0.45, 0.45, 0.25, 0.43, 0.52, 0.59, 0.5, 0.54, 0.59, 0.75, 0.8, 0.76, 0.73, 0.57, 0.41, 0.18, 0.13]"
100,nayacce0712,SIBIRU🕊️,"*mungkin redha itu pahit*
*TERENGGANU* You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: *mungkin redha itu pahit*
*TERENGGANU* You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",7149,[],[],"[0.05, 0.0, 0.0, 0.04, 0.0, 0.01, 0.22, 0.53, 0.36, 0.31, 0.44, 0.47, 0.57, 0.46, 0.47, 0.65, 0.73, 0.77, 0.83, 0.68, 0.59, 0.44, 0.23, 0.08]"
101,dnginfluencers,D&G Influencers,"Influencer Management Agency 💓 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: Influencer Management Agency 💓 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",2043,[],[],"[0.05, 0.03, 0.0, 0.0, 0.03, 0.08, 0.18, 0.54, 0.42, 0.27, 0.41, 0.49, 0.57, 0.53, 0.55, 0.57, 0.66, 0.81, 0.82, 0.68, 0.62, 0.4, 0.15, 0.06]"
102,maggievillamaria,Maggie Villamaria,"NYC FASHION + ARTIST + JEWELRY DESIGNER
maggievillamariamgmt@gmail.com
MY FITS⬇️ You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: NYC FASHION + ARTIST + JEWELRY DESIGNER
maggievillamariamgmt@gmail.com
MY FITS⬇️ You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",12800,[],[],"[0.76, 0.71, 0.55, 0.41, 0.23, 0.11, 0.07, 0.03, 0.07, 0.06, 0.13, 0.27, 0.48, 0.59, 0.7, 0.7, 0.84, 0.77, 0.79, 0.93, 0.88, 0.9, 0.88, 0.86]"
103,alfredinho.alfred,Alfredinho,"Um chihuahua feliz e cheio de caras e bocas.
Made in Pernambuco 🇧🇷 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: Um chihuahua feliz e cheio de caras e bocas.
Made in Pernambuco 🇧🇷 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",65700,[],[],"[0.61, 0.39, 0.21, 0.09, 0.02, 0.02, 0.08, 0.06, 0.1, 0.33, 0.53, 0.58, 0.67, 0.69, 0.84, 0.82, 0.81, 0.92, 0.85, 0.88, 0.89, 0.9, 0.84, 0.73]"
104,gr00vy_gr00v3,☆🐺Jess🐺☆,"INTP-T
⁉️KNY||DSAF||FNAF‼️ You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: INTP-T
⁉️KNY||DSAF||FNAF‼️ You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",1160,[],[],"[0.73, 0.56, 0.42, 0.22, 0.12, 0.01, 0.0, 0.04, 0.0, 0.0, 0.08, 0.19, 0.55, 0.4, 0.32, 0.41, 0.45, 0.58, 0.53, 0.49, 0.57, 0.69, 0.84, 0.77]"
105,soso_adlb_12,بنت ادلب💚,"الَمزاجية .. لعنة الجميلات🧚‍♀️💃 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: الَمزاجية .. لعنة الجميلات🧚‍♀️💃 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",610,[],[],"[0.01, 0.0, 0.05, 0.0, 0.01, 0.01, 0.18, 0.45, 0.4, 0.34, 0.41, 0.47, 0.58, 0.46, 0.5, 0.6, 0.73, 0.82, 0.81, 0.69, 0.6, 0.37, 0.17, 0.06]"
106,berfinvdz2,Berfinvdz,"Yedekten takipte ❤️🧚‍♀️ 7vb,2yb,1y,filiz 1vb You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Yedekten takipte ❤️🧚‍♀️ 7vb,2yb,1y,filiz 1vb You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",1089,[],[],"[0.0, 0.07, 0.0, 0.02, 0.05, 0.07, 0.25, 0.54, 0.44, 0.34, 0.39, 0.47, 0.63, 0.54, 0.45, 0.56, 0.67, 0.75, 0.8, 0.73, 0.6, 0.37, 0.19, 0.11]"
107,v..b9,بو سعيد 🥺,"سيرفر CFW You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: سيرفر CFW You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",4983,[],[],"[0.02, 0.05, 0.02, 0.0, 0.0, 0.02, 0.18, 0.45, 0.37, 0.31, 0.45, 0.52, 0.62, 0.47, 0.5, 0.57, 0.73, 0.83, 0.76, 0.74, 0.56, 0.4, 0.16, 0.1]"
108,v.elenai,Елена,"переходи по ссылке Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: переходи по ссылке Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",313,[],[],"[0.02, 0.0, 0.02, 0.0, 0.03, 0.07, 0.24, 0.46, 0.41, 0.26, 0.38, 0.5, 0.64, 0.5, 0.45, 0.62, 0.75, 0.77, 0.81, 0.72, 0.58, 0.36, 0.22, 0.06]"
109,valeria454o,Tik Tok,"Jequiti You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Jequiti You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",5576,[],[],"[0.06, 0.02, 0.03, 0.0, 0.04, 0.07, 0.19, 0.55, 0.36, 0.29, 0.36, 0.48, 0.65, 0.54, 0.5, 0.64, 0.68, 0.81, 0.8, 0.65, 0.64, 0.38, 0.23, 0.05]"
110,fe5ro5ty,امي وابي اغلي حاجة في الدنيا,"ربنا يخلي عائلتي 😍 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: ربنا يخلي عائلتي 😍 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",10,[],[],"[0.01, 0.04, 0.0, 0.02, 0.03, 0.07, 0.25, 0.51, 0.4, 0.26, 0.39, 0.48, 0.56, 0.45, 0.49, 0.6, 0.65, 0.81, 0.76, 0.69, 0.58, 0.43, 0.21, 0.09]"
111,highsnobiety,highsnobiety,"Welcome to #SnobTok, your go-to place for all things fashion & streetwear 😈 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: Welcome to #SnobTok, your go-to place for all things fashion & streetwear 😈 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",840900,[],[],"[0.11, 0.02, 0.04, 0.08, 0.03, 0.06, 0.25, 0.49, 0.57, 0.68, 0.75, 0.77, 0.76, 0.82, 0.91, 0.88, 0.9, 0.86, 0.86, 0.84, 0.73, 0.63, 0.43, 0.25]"
112,zara_kabirrr,zara:),"22 | dtx
🤎 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: 22 | dtx
🤎 You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",20700,[],[],"[0.09, 0.06, 0.1, 0.01, 0.08, 0.13, 0.26, 0.53, 0.64, 0.72, 0.65, 0.85, 0.78, 0.76, 0.89, 0.85, 0.92, 0.95, 0.93, 0.78, 0.69, 0.63, 0.36, 0.2]"
113,aaronisaacyo,Aaron Isaac 👑,"Aaronisaacmgmt@gmail.com
Travelling the country in a car 🚗 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: Aaronisaacmgmt@gmail.com
Travelling the country in a car 🚗 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",143000,[],[],"[0.14, 0.01, 0.09, 0.04, 0.01, 0.11, 0.33, 0.49, 0.62, 0.72, 0.72, 0.83, 0.81, 0.85, 0.86, 0.93, 0.93, 0.88, 0.93, 0.8, 0.7, 0.56, 0.44, 0.22]"
114,ledonbk,LedonBk,"My last attempt At Tik tok lol 
🗽Brooklyn Boy 

https://hoo.be/ledon You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: My last attempt At Tik tok lol 
🗽Brooklyn Boy 

https://hoo.be/ledon You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",1140,[],[],"[0.02, 0.06, 0.05, 0.01, 0.04, 0.04, 0.16, 0.5, 0.42, 0.27, 0.38, 0.48, 0.61, 0.46, 0.46, 0.62, 0.69, 0.77, 0.84, 0.67, 0.55, 0.41, 0.25, 0.13]"
115,idyhabu1,Іду на ви!!!,"Слава Україні!!!🇺🇦 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Слава Україні!!!🇺🇦 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",3705,[],[],"[0.02, 0.04, 0.0, 0.02, 0.03, 0.02, 0.21, 0.51, 0.4, 0.33, 0.4, 0.49, 0.56, 0.52, 0.55, 0.56, 0.67, 0.77, 0.84, 0.73, 0.64, 0.45, 0.23, 0.14]"
116,roxannegan_,Roxanne,"mom in sg You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: mom in sg You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",3893,[],[],"[0.0, 0.0, 0.05, 0.0, 0.0, 0.08, 0.15, 0.8, 0.39, 0.25, 0.17, 0.24, 0.7, 0.33, 0.15, 0.19, 0.26, 0.78, 0.95, 0.83, 0.63, 0.41, 0.14, 0.1]"
117,ajjwii,ajwi,"Ig: ajjwi_ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Ig: ajjwi_ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",1063,[],[],"[0.05, 0.0, 0.0, 0.05, 0.0, 0.09, 0.15, 0.53, 0.36, 0.26, 0.42, 0.55, 0.63, 0.54, 0.52, 0.62, 0.67, 0.82, 0.78, 0.71, 0.55, 0.35, 0.15, 0.1]"
118,sibelugr56,sibel,"Adana✌️ Siirt 
""kaybedeceğim oyunu oynamam masaya koyduklarm gözden çkardklarmdr You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.","TikTok user. Bio: Adana✌️ Siirt 
""kaybedeceğim oyunu oynamam masaya koyduklarm gözden çkardklarmdr You hold politically conservative views: you value tradition, caution, and established norms, and tend to be skeptical of risky or unconventional choices.",14800,[],[],"[0.14, 0.06, 0.01, 0.09, 0.06, 0.14, 0.26, 0.51, 0.64, 0.75, 0.7, 0.81, 0.83, 0.81, 0.91, 0.94, 0.94, 0.89, 0.92, 0.82, 0.68, 0.55, 0.45, 0.16]"
119,bnx0adb,Bian,"R O L E P L A Y
_ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: R O L E P L A Y
_ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",46,[],[],"[0.08, 0.02, 0.0, 0.04, 0.02, 0.01, 0.15, 0.49, 0.45, 0.26, 0.36, 0.5, 0.63, 0.49, 0.48, 0.55, 0.68, 0.8, 0.81, 0.72, 0.61, 0.41, 0.23, 0.14]"
120,lanaalqutami0,lanosh,"كيميائية ⚗
16/7/1998
لاعبه كرة قدم ⚽
جامعه جرش Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: كيميائية ⚗
16/7/1998
لاعبه كرة قدم ⚽
جامعه جرش Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",6977,[],[],"[0.07, 0.02, 0.02, 0.01, 0.01, 0.1, 0.25, 0.54, 0.41, 0.27, 0.38, 0.46, 0.61, 0.52, 0.49, 0.65, 0.71, 0.85, 0.8, 0.66, 0.56, 0.37, 0.2, 0.1]"
121,lay7799,@lay7799,"love everything I have ❤️ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: love everything I have ❤️ You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",732,[],[],"[0.01, 0.0, 0.0, 0.0, 0.04, 0.04, 0.21, 0.52, 0.37, 0.35, 0.45, 0.5, 0.55, 0.54, 0.49, 0.61, 0.68, 0.84, 0.79, 0.71, 0.57, 0.37, 0.15, 0.11]"
122,thatblackkido,BAW Scoot,"Thx for 1k🤪🥳 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: Thx for 1k🤪🥳 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",1770,[],[],"[0.02, 0.04, 0.0, 0.01, 0.0, 0.06, 0.21, 0.47, 0.37, 0.32, 0.4, 0.5, 0.56, 0.49, 0.45, 0.57, 0.71, 0.77, 0.81, 0.73, 0.63, 0.39, 0.22, 0.14]"
123,dgwb22,حزين😢,"حزين😢 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: حزين😢 You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",127,[],[],"[0.07, 0.0, 0.0, 0.02, 0.03, 0.04, 0.25, 0.52, 0.4, 0.29, 0.38, 0.52, 0.59, 0.46, 0.49, 0.62, 0.67, 0.77, 0.8, 0.7, 0.61, 0.43, 0.22, 0.11]"
124,dgorr8,صوفي,"الحــــب بدون اهتــمام ..!گالعــًراق بدون صــــــــــدام 🦅? You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: الحــــب بدون اهتــمام ..!گالعــًراق بدون صــــــــــدام 🦅? You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",25,[],[],"[0.01, 0.04, 0.02, 0.01, 0.0, 0.03, 0.22, 0.49, 0.38, 0.33, 0.41, 0.46, 0.59, 0.55, 0.5, 0.56, 0.65, 0.82, 0.81, 0.74, 0.61, 0.38, 0.21, 0.09]"
125,dh.02xspam,Denise hamers ♡,"Instagram: denisehamersx
Tiktok: denisehamersx
😘 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: Instagram: denisehamersx
Tiktok: denisehamersx
😘 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",7,[],[],"[0.05, 0.0, 0.02, 0.0, 0.0, 0.08, 0.2, 0.49, 0.41, 0.3, 0.38, 0.46, 0.64, 0.46, 0.53, 0.6, 0.71, 0.83, 0.77, 0.68, 0.63, 0.45, 0.24, 0.08]"
126,marmok_ofical2,Мармок,"фан You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: фан You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",10100,[],[],"[0.06, 0.01, 0.01, 0.01, 0.07, 0.09, 0.31, 0.45, 0.59, 0.7, 0.73, 0.83, 0.78, 0.85, 0.86, 0.86, 0.89, 0.91, 0.9, 0.83, 0.72, 0.59, 0.42, 0.25]"
127,mhdiqbal0505,mhdiqbal,"mhdiqbal8678 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: mhdiqbal8678 You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",6761,[],[],"[0.05, 0.0, 0.0, 0.04, 0.02, 0.01, 0.19, 0.52, 0.42, 0.3, 0.44, 0.46, 0.57, 0.46, 0.51, 0.56, 0.7, 0.84, 0.76, 0.71, 0.58, 0.44, 0.16, 0.06]"
128,sunheamkh,𝒮𝓊𝓃𝒽𝑒𝒶𝓂 𝓀𝒽,"Phnom Penh You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.","TikTok user. Bio: Phnom Penh You lean conservative in your political and social views, favoring low-risk choices and respect for established institutions and traditions.",3088,[],[],"[0.09, 0.0, 0.0, 0.0, 0.0, 0.06, 0.23, 0.51, 0.38, 0.26, 0.38, 0.46, 0.61, 0.48, 0.48, 0.6, 0.72, 0.84, 0.76, 0.72, 0.65, 0.41, 0.21, 0.12]"
129,s4375941,سيد نوب,"راعي مشاكل😈 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: راعي مشاكل😈 Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",355,[],[],"[0.06, 0.0, 0.02, 0.0, 0.06, 0.05, 0.24, 0.46, 0.36, 0.25, 0.43, 0.45, 0.57, 0.49, 0.47, 0.57, 0.74, 0.78, 0.83, 0.7, 0.59, 0.41, 0.19, 0.07]"
130,jesseeckel,˗ˏˋ  Jesse Eckel  ˊˎ˗,"🛡I Went From $0 Income To $1,000,000 In A Year And A Half You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: 🛡I Went From $0 Income To $1,000,000 In A Year And A Half You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",323400,[],[],"[0.06, 0.03, 0.06, 0.01, 0.05, 0.14, 0.29, 0.46, 0.65, 0.73, 0.72, 0.75, 0.83, 0.76, 0.91, 0.88, 0.87, 0.93, 0.94, 0.82, 0.74, 0.59, 0.41, 0.22]"
131,s.gyadendorji,sangay,"The art of being happy is to be satisfied with what u have.
           Buddha... Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: The art of being happy is to be satisfied with what u have.
           Buddha... Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",145,[],[],"[0.07, 0.06, 0.0, 0.02, 0.03, 0.01, 0.17, 0.48, 0.39, 0.33, 0.42, 0.49, 0.58, 0.46, 0.49, 0.57, 0.71, 0.76, 0.77, 0.71, 0.65, 0.37, 0.22, 0.1]"
132,patwickles_,Patrick,"@patwickles You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: @patwickles You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",17900,[],[],"[0.13, 0.04, 0.08, 0.08, 0.08, 0.09, 0.35, 0.49, 0.63, 0.74, 0.65, 0.75, 0.81, 0.76, 0.95, 0.89, 0.88, 0.9, 0.94, 0.79, 0.67, 0.57, 0.37, 0.17]"
133,pato___________2,agua,"unanse You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.","TikTok user. Bio: unanse You are politically conservative in outlook — you prefer stability and proven approaches over risky change, and you value personal responsibility and careful decision-making.",135,[],[],"[0.04, 0.0, 0.0, 0.0, 0.0, 0.07, 0.17, 0.48, 0.41, 0.34, 0.39, 0.54, 0.58, 0.53, 0.52, 0.64, 0.66, 0.79, 0.8, 0.7, 0.6, 0.4, 0.19, 0.07]"
134,dye0cbi25ib9,@yyirgifxfyyu,"soap Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: soap Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",226,[],[],"[0.08, 0.01, 0.02, 0.05, 0.03, 0.09, 0.22, 0.52, 0.36, 0.25, 0.37, 0.48, 0.56, 0.54, 0.48, 0.63, 0.68, 0.79, 0.76, 0.74, 0.63, 0.43, 0.22, 0.09]"
135,emmadestasio,em★,"nyc Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: nyc Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",4415,[],[],"[0.73, 0.58, 0.37, 0.18, 0.14, 0.07, 0.0, 0.0, 0.05, 0.04, 0.02, 0.2, 0.55, 0.36, 0.34, 0.39, 0.46, 0.59, 0.47, 0.45, 0.61, 0.75, 0.82, 0.75]"
136,desleoren,𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡,"𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡ | ᴅᴜʙᴀɪ ✈

ig: @desleoren Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.","TikTok user. Bio: 𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡ | ᴅᴜʙᴀɪ ✈

ig: @desleoren Politically, you are conservative: you're cautious about change, prioritize personal responsibility, and prefer tried-and-tested approaches over experimentation.",6181,[],[],"[0.02, 0.0, 0.0, 0.0, 0.0, 0.04, 0.19, 0.5, 0.42, 0.26, 0.36, 0.5, 0.58, 0.53, 0.5, 0.56, 0.72, 0.75, 0.82, 0.67, 0.6, 0.37, 0.15, 0.05]"
